_id,_key,_rev,claims,description,label,type
WikiItems/Q3359,Q3359,_gBP4CxC---,"instance of,discovery date,GND identifier",largest moon of Neptune,Triton,item
WikiItems/Q3360,Q3360,_gBP4CxK---,"instance of,type of administrative territorial entity,is in the administrative territorial entity","arrondissement of Lyon, France",7th arrondissement of Lyon,item
WikiItems/Q3366,Q3366,_gBP4CxS---,"instance of,type of administrative territorial entity,is in the administrative territorial entity","arrondissement of Lyon, France",9th arrondissement of Lyon,item
WikiItems/Q3367,Q3367,_gBP4Cxe---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,dmoz,instance of,GND identifier,population",Italian comune,Aosta,item
WikiItems/Q3368,Q3368,_gBP4Cxq---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,capital,instance of,southernmost point,category for people who died here",French department,Essonne,item
WikiItems/Q3370,Q3370,_gBP4Cxy---,"time zone,is in the administrative territorial entity,Wikivoyage banner,type of administrative territorial entity,dmoz,instance of",city in Croatia,Zadar,item
WikiItems/Q3372,Q3372,_gBP4Cx6---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,capital,instance of,southernmost point,category for people who died here",French department,Eure,item
WikiItems/Q3374,Q3374,_gBP4CyG---,"GND identifier,MusicBrainz artist ID,award received,instance of,place of birth",German violinist,Anne-Sophie Mutter,item
WikiItems/Q3377,Q3377,_gBP4CyO---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,capital,instance of,southernmost point",French department,Eure-et-Loir,item
WikiItems/Q3403,Q3403,_gBP4Cya---,"instance of,is in the administrative territorial entity,HDS",highest mountain in Switzerland,Dufourspitze,item
WikiItems/Q3439,Q3439,_gBP4Cyi---,"instance of,is in the administrative territorial entity","river in the Northwest Territories of Canada, tributary of the Mackenzie River",North Nahanni River,item
WikiItems/Q3447,Q3447,_gBP4Cyu---,"flag,capital,type of administrative territorial entity,time zone,is in the administrative territorial entity,Wikivoyage banner,instance of,category for people who died here,GeoNames ID",federal subject of Russia,Voronezh Oblast,item
WikiItems/Q3454,Q3454,_gBP4Cy2---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Volpara,item
WikiItems/Q3460,Q3460,_gBP4Cz----,"taxon rank,taxon name,instance of,Encyclopedia of Life ID",genus of cichlid fishes,Chaetobranchus,item
WikiItems/Q3489,Q3489,_gBP4CzG---,instance of,"quarter in Hamburg, Germany",Harburg,item
WikiItems/Q3491,Q3491,_gBP4CzO---,"taxon rank,taxon name,instance of",species of fish,Crenicichla punctata,item
WikiItems/Q3493,Q3493,_gBP4CzW---,"instance of,category's main topic",Wikimedia category page,Category:R.E.M. albums,item
WikiItems/Q3495,Q3495,_gBP4Czi---,instance of,Wikimedia disambiguation page,Quilly,item
WikiItems/Q3496,Q3496,_gBP4Czq---,"is in the administrative territorial entity,instance of,population",place in Harburg district,Hausbruch,item
WikiItems/Q3497,Q3497,_gBP4Czu---,"type of administrative territorial entity,is in the administrative territorial entity,time zone,ISTAT ID,dmoz,instance of,population",Italian comune,Campobasso,item
WikiItems/Q3502,Q3502,_gBP4Cz6---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Grauno,item
WikiItems/Q3503,Q3503,_gBP4C0C---,instance of,river in central Africa,Congo River,item
WikiItems/Q3504,Q3504,_gBP4C0O---,"is in the administrative territorial entity,instance of","suburb in the district Harburg, Germany",Langenbek,item
WikiItems/Q3506,Q3506,_gBP4C0a---,"type of administrative territorial entity,is in the administrative territorial entity,time zone,instance of","commune in Charente, France",Saint-Brice,item
WikiItems/Q3508,Q3508,_gBP4C0i---,"type of administrative territorial entity,is in the administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Pietraferrazzana,item
WikiItems/Q3514,Q3514,_gBP4C0q---,instance of,Wikimedia category page,Category:People from Varanasi,item
WikiItems/Q3515,Q3515,_gBP4C02---,"instance of,CAS registry number,PubChem ID (CID),ChemSpider ID,KEGG ID",antiulcer drug in the class of proton pump inhibitors,rabeprazole,item
WikiItems/Q3516,Q3516,_gBP4C1C---,"taxon rank,taxon name,instance of,Encyclopedia of Life ID",species of fish,Crenicichla tigrina,item
WikiItems/Q3524,Q3524,_gBP4C1K---,"taxon rank,taxon name,instance of,Encyclopedia of Life ID",genus of fish,Teleocichla,item
WikiItems/Q3534,Q3534,_gBP4C1S---,instance of,"suburb in the district Harburg, Germany",Sinstorf,item
WikiItems/Q3543,Q3543,_gBP4C1a---,"instance of,type of administrative territorial entity,is in the administrative territorial entity,ISTAT ID,time zone,population",Italian comune,Potenza,item
WikiItems/Q3547,Q3547,_gBP4C1m---,"place of burial,GND identifier,instance of,given name,NTA identifier (Netherlands),place of birth",Polish poet,Franciszek Karpiński,item
WikiItems/Q3549,Q3549,_gBP4C1u---,"Wikivoyage banner,type of administrative territorial entity,instance of",city in Croatia,Šibenik,item
WikiItems/Q3553,Q3553,_gBP4C12---,"instance of,population,is in the administrative territorial entity","commune in Botoşani County, Romania",Mileanca,item
WikiItems/Q3555,Q3555,_gBP4C2C---,"instance of,category's main topic",Wikimedia category page,Category:Russia in the Eurovision Song Contest,item
WikiItems/Q3556,Q3556,_gBP4C2G---,"category's main topic,instance of",Wikimedia category page,Category:Sweden in the Eurovision Song Contest,item
WikiItems/Q3563,Q3563,_gBP4C2S---,"type of administrative territorial entity,is in the administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Monteferrante,item
WikiItems/Q3568,Q3568,_gBP4C2W---,,fixed reference point,Focus,item
WikiItems/Q3569,Q3569,_gBP4C2i---,instance of,river in West Africa,Senegal river,item
WikiItems/Q3571,Q3571,_gBP4C2q---,"instance of,category's main topic",Wikimedia category page,Category:Slovenia in the Eurovision Song Contest,item
WikiItems/Q3577,Q3577,_gBP4C2y---,,ancient foot race,Hoplitodromos,item
WikiItems/Q3583,Q3583,_gBP4C26---,"taxon rank,taxon name,instance of",freshwater fish,Blue acara,item
WikiItems/Q3586,Q3586,_gBP4C3G---,"capital,type of administrative territorial entity,is in the administrative territorial entity,Wikivoyage banner,instance of",province of Indonesia on island of Java,East Java Province,item
WikiItems/Q3591,Q3591,_gBP4C3S---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Canevino,item
WikiItems/Q3592,Q3592,_gBP4C3a---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Velezzo Lomellina,item
WikiItems/Q3595,Q3595,_gBP4C3i---,"type of administrative territorial entity,is in the administrative territorial entity,time zone,instance of","commune in Charente, France",Chazelles,item
WikiItems/Q3597,Q3597,_gBP4C3q---,"Wikivoyage banner,is in the administrative territorial entity,type of administrative territorial entity,instance of",city in southern Chile,Ancud,item
WikiItems/Q3601,Q3601,_gBP4C3y---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,instance of,population",Italian comune,Calvignano,item
WikiItems/Q3602,Q3602,_gBP4C4----,"is in the administrative territorial entity,type of administrative territorial entity,instance of","city and commune in the Elqui Province, Coquimbo Region, Chile",Andacollo,item
WikiItems/Q3603,Q3603,_gBP4C4G---,"instance of,place of birth,given name",American voice actor,Jack Angel,item
WikiItems/Q3614,Q3614,_gBP4C4S---,instance of,medical treatment,Occipital nerve stimulation,item
WikiItems/Q3618,Q3618,_gBP4C4a---,"GND identifier,instance of","Synagogue in Kraków, Poland",Remuh Synagogue,item
WikiItems/Q3623,Q3623,_gBP4C4e---,"MusicBrainz artist ID,instance of",New Orleans dixieland revival band,Dukes of Dixieland,item
WikiItems/Q3626,Q3626,_gBP4C4q---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",territory in Antarctica claimed by Chile,Chilean Antarctic Territory,item
WikiItems/Q3636,Q3636,_gBP4C42---,,measure of distance,1 exametre,item
WikiItems/Q3637,Q3637,_gBP4C5----,"type of administrative territorial entity,is in the administrative territorial entity,instance of",Portuguese municipality,Sanguinheira,item
WikiItems/Q3642,Q3642,_gBP4C5K---,"is in the administrative territorial entity,Wikivoyage banner,time zone,instance of,GeoNames ID",capital city of Eritrea,Asmara,item
WikiItems/Q3647,Q3647,_gBP4C5S---,instance of,chairman of Macmillan Sheikh plc,Mohamed Sheikh,item
WikiItems/Q3659,Q3659,_gBP4C5a---,"time zone,is in the administrative territorial entity,type of administrative territorial entity,instance of",capital and largest city of Chad,N'Djamena,item
WikiItems/Q3671,Q3671,_gBP4C5i---,"GND identifier,place of birth,instance of",English actor and director,Justin Chadwick,item
WikiItems/Q3675,Q3675,_gBP4C5q---,"is in the administrative territorial entity,instance of",Hindu temple,Kashi Vishwanath Temple,item
WikiItems/Q3679,Q3679,_gBP4C52---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",Portuguese municipality,Anceriz,item
WikiItems/Q3680,Q3680,_gBP4C6C---,"list of monuments,flag,type of administrative territorial entity,is in the administrative territorial entity,capital,time zone,instance of,Wikivoyage banner,population,category for people who died here",federal subject of Russia,Krasnodar Krai,item
WikiItems/Q3683,Q3683,_gBP4C6G---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",Portuguese municipality,Murtede,item
WikiItems/Q3690,Q3690,_gBP4C6S---,"taxon name,taxon rank,instance of,Encyclopedia of Life ID",genus of cichlid fishes,Herichthys,item
WikiItems/Q3702,Q3702,_gBP4C6a---,instance of,"Turkish Basketball League team based in Bandırma, Balıkesir, Turkey",Banvit B.K.,item
WikiItems/Q3705,Q3705,_gBP4C6i---,"taxon rank,taxon name,instance of,Encyclopedia of Life ID",species of fish,firemouth cichlid,item
WikiItems/Q3708,Q3708,_gBP4C6q---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean city,Caldera,item
WikiItems/Q3730,Q3730,_gBP4C62---,"taxon rank,taxon name,instance of,Encyclopedia of Life ID",species of fish,Nannacara bimaculata,item
WikiItems/Q3736,Q3736,_gBP4C7----,"is in the administrative territorial entity,type of administrative territorial entity,instance of",city and commune in southern Chile,Carahue,item
WikiItems/Q3740,Q3740,_gBP4C7K---,"instance of,category's main topic",Wikimedia category,Category:Project templates,item
WikiItems/Q3741,Q3741,_gBP4C7W---,"capital,type of administrative territorial entity,is in the administrative territorial entity,Wikivoyage banner,instance of",province of Indonesia,Special Region of Yogyakarta,item
WikiItems/Q3742,Q3742,_gBP4C7e---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean city and commune,Casablanca,item
WikiItems/Q3749,Q3749,_gBP4C7m---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",city and commune in Chile,Cauquenes,item
WikiItems/Q3750,Q3750,_gBP4C7y---,"is in the administrative territorial entity,time zone,type of administrative territorial entity,instance of,GND identifier,Wikivoyage banner","town in Thuringia, Germany",Gera,item
WikiItems/Q3751,Q3751,_gBP4C76---,"instance of,is in the administrative territorial entity,Wikivoyage banner",capital of Cape Verde,Praia,item
WikiItems/Q3752,Q3752,_gBP4C8G---,"instance of,OKTMO identifier,GeoNames ID",city in the south of Russia,Maykop,item
WikiItems/Q3753,Q3753,_gBP4C8S---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",city and commune in Chile,Cañete,item
WikiItems/Q3754,Q3754,_gBP4C8a---,"instance of,follows,point in time",year,1960,item
WikiItems/Q3755,Q3755,_gBP4C8e---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean commune,Cerrillos,item
WikiItems/Q3761,Q3761,_gBP4C8m---,"is in the administrative territorial entity,time zone,instance of,Wikivoyage banner,category for people who died here",capital of Ghana,Accra,item
WikiItems/Q3769,Q3769,_gBP4C8y---,"time zone,instance of,capital,ISO 3166-1 alpha-3,type of administrative territorial entity,is in the administrative territorial entity,Wikivoyage banner,GND identifier,dmoz,official language,southernmost point,GeoNames ID",overseas French department,French Guiana,item
WikiItems/Q3772,Q3772,_gBP4C86---,"place of birth,MusicBrainz artist ID,GND identifier,instance of,CANTIC,award received","American film director, screenwriter, producer, and actor",Quentin Tarantino,item
WikiItems/Q3776,Q3776,_gBP4C9C---,"is in the administrative territorial entity,instance of",roundabout in the Dutch city of Arnhem,Willemsplein,item
WikiItems/Q3779,Q3779,_gBP4C9O---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",city and commune in Chile,Chillán Viejo,item
WikiItems/Q3780,Q3780,_gBP4C9a---,"is in the administrative territorial entity,instance of",capital of Sierra Leone,Freetown,item
WikiItems/Q3781,Q3781,_gBP4C9i---,"instance of,is in the administrative territorial entity",roundabout in 's-Hertogenbosch,Willemsplein,item
WikiItems/Q3789,Q3789,_gBP4C9q---,instance of,Wikimedia category,Category:Religion and belief templates,item
WikiItems/Q3794,Q3794,_gBP4C92---,"place of birth,instance of,given name",French boxer,Laurent Dauthuille,item
WikiItems/Q3796,Q3796,_gBP4D-----,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean town and commune,Cobquecura,item
WikiItems/Q3798,Q3798,_gBP4D-K---,"is in the administrative territorial entity,Wikivoyage banner,instance of,type of administrative territorial entity,GND identifier","town in Schleswig-Holstein, Germany",Flensburg,item
WikiItems/Q3799,Q3799,_gBP4D-S---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,Wikivoyage banner",capital of Benin,Porto-Novo,item
WikiItems/Q3800,Q3800,_gBP4D-e---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean town and commune,Cochrane,item
WikiItems/Q3802,Q3802,_gBP4D-m---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,GND identifier,dmoz,category for people who died here","city in Main-Kinzig-Kreis in Hesse, Germany",Hanau,item
WikiItems/Q3807,Q3807,_gBP4D-u---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean commune and city,Coelemu,item
WikiItems/Q3811,Q3811,_gBP4D-2---,instance of,Wikimedia category page,Category:Sports templates,item
WikiItems/Q3818,Q3818,_gBP4D_----,"is in the administrative territorial entity,time zone,instance of,Wikivoyage banner",capital of Equatorial Guinea,Malabo,item
WikiItems/Q3823,Q3823,_gBP4D_K---,"is in the administrative territorial entity,instance of",city quarter No. 104 of Cologne,Köln-Neustadt-Nord,item
WikiItems/Q3825,Q3825,_gBP4D_S---,"instance of,is in the administrative territorial entity",capital of Gabon,Libreville,item
WikiItems/Q3828,Q3828,_gBP4D_e---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","city in Saxony-Anhalt, Germany",Dessau-Roßlau,item
WikiItems/Q3830,Q3830,_gBP4D_m---,"is in the administrative territorial entity,instance of","city quarter No. 102 of Cologne, Germany",Köln-Neustadt-Süd,item
WikiItems/Q3838,Q3838,_gBP4D_u---,"time zone,is in the administrative territorial entity,type of administrative territorial entity,Wikivoyage banner,instance of",capital city of the Democratic Republic of the Congo,Kinshasa,item
WikiItems/Q3842,Q3842,_gBP4D_6---,,political ideology,marxist humanism,item
WikiItems/Q3843,Q3843,_gBP4DAG---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",city and commune in southern Chile,Collipulli,item
WikiItems/Q3849,Q3849,_gBP4DAO---,instance of,3G smartphone,Sony Ericsson M600,item
WikiItems/Q3851,Q3851,_gBP4DAW---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",commune of Chile,Conchalí,item
WikiItems/Q3852,Q3852,_gBP4DAe---,"time zone,is in the administrative territorial entity,type of administrative territorial entity,GND identifier,instance of","town in Rhineland-Palatinate, Germany",Worms,item
WikiItems/Q3863,Q3863,_gBP4DAq---,GND identifier,minor planets that are not comets,asteroid,item
WikiItems/Q3867,Q3867,_gBP4DA2---,"instance of,place of birth,given name",Dutch draughts player,Piet Roozenburg,item
WikiItems/Q3874,Q3874,_gBP4DBC---,"category for people who died here,is in the administrative territorial entity,instance of,type of administrative territorial entity,GND identifier","seat of Landkreis Gießen and city in Hesse, Germany",Gießen,item
WikiItems/Q3875,Q3875,_gBP4DBO---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean town,Corral,item
WikiItems/Q3876,Q3876,_gBP4DBW---,"time zone,Wikivoyage banner,instance of,GeoNames ID",capital of Malawi,Lilongwe,item
WikiItems/Q3881,Q3881,_gBP4DBi---,"is in the administrative territorial entity,dmoz,instance of,GND identifier,Wikivoyage banner",capital of Zambia,Lusaka,item
WikiItems/Q3886,Q3886,_gBP4DBm---,"is in the administrative territorial entity,GND identifier,instance of,type of administrative territorial entity","town in North Rhine-Westphalia, Germany",Dorsten,item
WikiItems/Q3893,Q3893,_gBP4DBu---,"is in the administrative territorial entity,GND identifier,instance of,type of administrative territorial entity","city in North Rhine-Westphalia, Germany",Lüdenscheid,item
WikiItems/Q3899,Q3899,_gBP4DB2---,"capital,official language,type of administrative territorial entity,is in the administrative territorial entity,dmoz,instance of",province in Indonesia,East Kalimantan,item
WikiItems/Q3907,Q3907,_gBP4DCC---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","city in Lower Saxony, Germany",Delmenhorst,item
WikiItems/Q3908,Q3908,_gBP4DCK---,"instance of,type of administrative territorial entity,flag,is in the administrative territorial entity,time zone,capital,Wikivoyage banner,category for people who died here",community in Spain,Galicia,item
WikiItems/Q3913,Q3913,_gBP4DCS---,"GND identifier,instance of",a system that represents numeric values using two symbols; 0 and 1,binary number,item
WikiItems/Q3914,Q3914,_gBP4DCe---,GND identifier,institution designed for the teaching of students under the direction of teachers,school,item
WikiItems/Q3918,Q3918,_gBP4DCq---,GND identifier,academic institution for further education,university,item
WikiItems/Q3919,Q3919,_gBP4DCu---,"is in the administrative territorial entity,instance of,dmoz,GND identifier,Wikivoyage banner",capital of Botswana,Gaborone,item
WikiItems/Q3920,Q3920,_gBP4DC6---,"instance of,is in the administrative territorial entity,type of administrative territorial entity,Wikivoyage banner,GND identifier,category for people who died here",town in the German state of Lower Saxony,Lüneburg,item
WikiItems/Q3930,Q3930,_gBP4DDC---,GND identifier,racket sport,table tennis,item
WikiItems/Q3936,Q3936,_gBP4DDK---,"time zone,is in the administrative territorial entity,Wikivoyage banner,type of administrative territorial entity,dmoz,instance of,GND identifier,category for people who died here","town in Bavaria, Germany",Bamberg,item
WikiItems/Q3941,Q3941,_gBP4DDS---,"flag,capital,type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of,Wikivoyage banner,GeoNames ID",federal subject of Russia,Astrakhan Oblast,item
WikiItems/Q3942,Q3942,_gBP4DDe---,"is in the administrative territorial entity,type of administrative territorial entity,GND identifier,instance of,category for people who died here","town in Bavaria, Germany",Aschaffenburg,item
WikiItems/Q3945,Q3945,_gBP4DDq---,instance of,Wikimedia project page,Project:Welcome page,item
WikiItems/Q3948,Q3948,_gBP4DDy---,"instance of,is in the administrative territorial entity",South African town,Brits,item
WikiItems/Q3949,Q3949,_gBP4DD2---,"instance of,is in the administrative territorial entity,type of administrative territorial entity,GND identifier","town in North Rhine-Westphalia, Germany",Unna,item
WikiItems/Q3954,Q3954,_gBP4DEC---,"GND identifier,instance of,Sandrart.net person ID",Roman god of water and the sea,Neptune,item
WikiItems/Q3955,Q3955,_gBP4DEO---,"is in the administrative territorial entity,time zone,instance of,type of administrative territorial entity,dmoz,GND identifier,Wikivoyage banner",city in Germany,Weimar,item
WikiItems/Q3957,Q3957,_gBP4DEW---,HDS,settlement that is bigger than a village but smaller than a city,town,item
WikiItems/Q3958,Q3958,_gBP4DEi---,"instance of,located next to body of water,is in the administrative territorial entity,GND identifier,population,type of administrative territorial entity","city in Mecklenburg-Vorpommern, Germany",Neubrandenburg,item
WikiItems/Q3962,Q3962,_gBP4DEu---,,personal computer for mobile use,laptop,item
WikiItems/Q3969,Q3969,_gBP4DEy---,"GND identifier,instance of,is in the administrative territorial entity","area surrounding the city of Hamburg, Germany",Hamburg Metropolitan Region,item
WikiItems/Q3979,Q3979,_gBP4DF----,"instance of,is in the administrative territorial entity","village in Aberdeenshire, Scotland",Brideswell,item
WikiItems/Q3990,Q3990,_gBP4DFK---,"place of birth,instance of",American voice actor and a stand-up comedian,Jeffrey Garcia,item
WikiItems/Q3993,Q3993,_gBP4DFW---,"GND identifier,place of birth,instance of,award received,member of political party,given name",American aviator,Jacqueline Cochran,item
WikiItems/Q3994,Q3994,_gBP4DFe---,"instance of,is in the administrative territorial entity,type of administrative territorial entity,GND identifier","town in Bavaria, Germany",Kempten,item
WikiItems/Q3996,Q3996,_gBP4DFm---,"member of political party,instance of",Indian politician,V. P. Kalairajan,item
WikiItems/Q3997,Q3997,_gBP4DFy---,instance of,1989 Tamil film,Nalaya Manithan,item
WikiItems/Q4000,Q4000,_gBP4DF2---,instance of,"provincial school in Tellippalai, Sri Lanka",Mahajana College,item
WikiItems/Q4003,Q4003,_gBP4DGC---,instance of,Wikipedia category,Category:Armenian Genocide memorials,item
WikiItems/Q4006,Q4006,_gBP4DGK---,instance of,visual representation of an area,map,item
WikiItems/Q4009,Q4009,_gBP4DGW---,instance of,Egyptian pharaoh of the 20th dynasty,Ramesses IX,item
WikiItems/Q4012,Q4012,_gBP4DGe---,"GND identifier,place of birth,instance of,award received,given name",Russian general,Paul von Rennenkampf,item
WikiItems/Q4029,Q4029,_gBP4DGm---,"MusicBrainz artist ID,place of birth,instance of","Canadian actress, voice actress, and singer",Tara Strong,item
WikiItems/Q4038,Q4038,_gBP4DGu---,"instance of,place of birth",American comedy writer and performer,Tony Barbieri,item
WikiItems/Q4040,Q4040,_gBP4DG6---,"capital,instance of,type of administrative territorial entity,flag,time zone,is in the administrative territorial entity,Wikivoyage banner,dmoz,category for people who died here",autonomous community in Spain,Aragon,item
WikiItems/Q4042,Q4042,_gBP4DHC---,"MusicBrainz artist ID,GND identifier,instance of,place of birth,given name","American singer-songwriter, rapper, record producer, and actor",CeeLo Green,item
WikiItems/Q4044,Q4044,_gBP4DHK---,"instance of,is in the administrative territorial entity,dmoz,type of administrative territorial entity,GND identifier","city in Baden-Württemberg, Germany",Offenburg,item
WikiItems/Q4053,Q4053,_gBP4DHW---,instance of,mountain in Czech Republic,Mravenečník,item
WikiItems/Q4061,Q4061,_gBP4DHe---,"MusicBrainz artist ID,GND identifier,place of birth,cause of death,instance of",American singer-songwriter and folk musician,Woody Guthrie,item
WikiItems/Q4064,Q4064,_gBP4DHq---,"father,instance of,cause of death",A pharaoh in the ancient Egypt,Ramesses V,item
WikiItems/Q4074,Q4074,_gBP4DHy---,"is in the administrative territorial entity,GND identifier,type of administrative territorial entity,instance of","town in North Rhine-Westphalia, Germany",Euskirchen,item
WikiItems/Q4075,Q4075,_gBP4DH6---,"instance of,is in the administrative territorial entity",French rugby union team,Lyon OU,item
WikiItems/Q4086,Q4086,_gBP4DIG---,"is in the administrative territorial entity,GND identifier,instance of,type of administrative territorial entity","town in the district Märkischer Kreis, in North Rhine-Westphalia, Germany",Menden (Sauerland),item
WikiItems/Q4094,Q4094,_gBP4DIO---,"is in the administrative territorial entity,GND identifier,instance of,type of administrative territorial entity","city in North Rhine-Westphalia, Germany",Hilden,item
WikiItems/Q4095,Q4095,_gBP4DIa---,"instance of,follows,point in time",year,28 BC,item
WikiItems/Q4097,Q4097,_gBP4DIi---,interaction,lightest meson,pion,item
WikiItems/Q4098,Q4098,_gBP4DIq---,"instance of,type of administrative territorial entity,dmoz,Wikivoyage banner,GND identifier,population,located next to body of water","town in Mecklenburg-Vorpommern, Germany",Greifswald,item
WikiItems/Q4100,Q4100,_gBP4DI2---,"is in the administrative territorial entity,instance of,Wikivoyage banner,type of administrative territorial entity,dmoz,GND identifier,category for people who died here","town in Baden-Württemberg, Germany",Baden-Baden,item
WikiItems/Q4101,Q4101,_gBP4DJ----,"instance of,follows,point in time",year,15 BC,item
WikiItems/Q4102,Q4102,_gBP4DJG---,instance of,"airport in Bron, France",Lyon-Bron Airport,item
WikiItems/Q4103,Q4103,_gBP4DJO---,"GND identifier,instance of","headland in the Algarve, southern Portugal",Cape St. Vincent,item
WikiItems/Q4112,Q4112,_gBP4DJa---,instance of,"village in West Lothian, Scotland",Stoneyburn,item
WikiItems/Q4114,Q4114,_gBP4DJi---,is in the administrative territorial entity,"village in Scotland, United Kingdom",Dechmont,item
WikiItems/Q4120,Q4120,_gBP4DJq---,"is in the administrative territorial entity,GND identifier,instance of,type of administrative territorial entity","town in Bavaria, Germany",Neu-Ulm,item
WikiItems/Q4126,Q4126,_gBP4DJ2---,"is in the administrative territorial entity,type of administrative territorial entity,GND identifier,instance of","town in Bavaria, Germany",Schweinfurt,item
WikiItems/Q4127,Q4127,_gBP4DK----,"instance of,GND identifier,is in the administrative territorial entity,lake inflows,type of administrative territorial entity,HDS","lake in Germany, Switzerland and Austria",Lake Constance,item
WikiItems/Q4128,Q4128,_gBP4DKG---,"place of birth,GND identifier,MusicBrainz artist ID,member of political party,instance of,NLA identifier,NTA identifier (Netherlands),BNE identifier,given name,CANTIC,EGAXA identifier","French poet, novelist and editor",Louis Aragon,item
WikiItems/Q4131,Q4131,_gBP4DKK---,"instance of,is in the administrative territorial entity","town in South Lanarkshire, Scotland",Hamilton,item
WikiItems/Q4136,Q4136,_gBP4DKW---,instance of,"list of people from Lyon, France",list of people from Lyon,item
WikiItems/Q4149,Q4149,_gBP4DKe---,"is in the administrative territorial entity,type of administrative territorial entity,GND identifier,dmoz,instance of","town in Rhineland-Palatinate, Germany",Neustadt an der Weinstraße,item
WikiItems/Q4152,Q4152,_gBP4DKm---,"instance of,GND identifier,is in the administrative territorial entity","palace in Bavaria, Germany",Neuschwanstein Castle,item
WikiItems/Q4153,Q4153,_gBP4DKy---,"instance of,place of birth,employer,given name",professor at Iona College and author,George Bournoutian,item
WikiItems/Q4161,Q4161,_gBP4DK6---,instance of,Wikimedia category page,Category:Universities and colleges by continent,item
WikiItems/Q4163,Q4163,_gBP4DLC---,instance of,Wikipedia category,Category:Folk artists,item
WikiItems/Q4166,Q4166,_gBP4DLK---,instance of,Wikimedia category page,Category: Tajik Soviet Socialist Republic,item
WikiItems/Q4170,Q4170,_gBP4DLS---,instance of,Wikipedia category,Category: Engineering facilities by country,item
WikiItems/Q4183,Q4183,_gBP4DLe---,"instance of,MusicBrainz release group ID",2012 album of Xavas,Gespaltene Persönlichkeit,item
WikiItems/Q4190,Q4190,_gBP4DLm---,"located next to body of water,instance of,is in the administrative territorial entity,time zone,Wikivoyage banner,dmoz,population,GND identifier,type of administrative territorial entity,category for people who died here","town in Bavaria, Germany",Passau,item
WikiItems/Q4191,Q4191,_gBP4DLy---,"is in the administrative territorial entity,instance of,type of administrative territorial entity,time zone,official language,Wikivoyage banner,GND identifier,HDS,population","city on Lake Lucerne, in central Switzerland",Lucerne,item
WikiItems/Q4194,Q4194,_gBP4DL6---,"instance of,GND identifier,is in the administrative territorial entity","rural, hilly area in North Rhine-Westphalia, Germany",Sauerland,item
WikiItems/Q4201,Q4201,_gBP4DMG---,"instance of,follows,point in time",year,42 BC,item
WikiItems/Q4208,Q4208,_gBP4DMO---,"instance of,developer,service entry",organ in a large concert hall in France,Orgel des Auditorium Maurice Ravel,item
WikiItems/Q4209,Q4209,_gBP4DMa---,"instance of,follows,point in time",year,47 BC,item
WikiItems/Q4215,Q4215,_gBP4DMi---,"instance of,point in time",second operation People's Liberation Army of Yugoslavia in an attempt to capture the town of Vlasenica,Battle for Vlasenica (1943),item
WikiItems/Q4217,Q4217,_gBP4DMu---,instance of,operation of the People's Liberation Army of Yugoslavia to the assault of Vlasenica,Battle for Vlasenica (1942),item
WikiItems/Q4219,Q4219,_gBP4DM2---,"instance of,GND identifier","mountain range in North Rhine-Westphalia and Hesse, Germany",Rothaargebirge,item
WikiItems/Q4222,Q4222,_gBP4DNC---,instance of,Wikimedia category page,Category:World Heritage Sites in Vatican City,item
WikiItems/Q4224,Q4224,_gBP4DNK---,,demographic features of the population of the Russian Federation,Demographics of Russia,item
